100,91.774891,87.28038,0.653705,0.538721
150,91.157437,88.752168,0.627253,0.55071
200,90.941051,88.991198,0.62788,0.565885
250,90.487056,89.458089,0.608221,0.577692
300,90.885361,89.34204,0.621609,0.577057
350,90.72616,89.781226,0.61475,0.583015
400,90.514935,88.610178,0.608557,0.560923
450,90.155595,89.153348,0.59947,0.57275
500,89.938631,89.320397,0.591632,0.581409
